,source,title,author,date,meter
205,Viral image,Photo shows a woman who is wanted for impersonating a nurse and kidnapping an infant from a local U.S. hospital., Ciara O'Rourke ," July 19, 2022",false
206,Facebook posts,"""El 11 de mayo de 1987, el London Times informó en su portada: ‘La OMS entregó 50 millones de vacunas contra la viruela del mono, estas provocaron el SIDA a los africanos’.""", Nuria Diaz Muñoz ," July 19, 2022",false
207,Facebook posts,"“Drought is a lie” designed to limit farming, reduce the food supply and ultimately control Americans.", Madison Czopek ," July 19, 2022",pants-fire
208,Viral image,"Jim Jordan told Alexandria Ocasio-Cortez, “You’re just dumb.”", Ciara O'Rourke ," July 19, 2022",false
209,Viral image,Video shows Ukrainian air defenses in Sievierodonetsk shooting down “55 Ka 52 helicopters.”, Ciara O'Rourke ," July 19, 2022",false
210,Viral image,“Antarctica is not a continent.”, Ciara O'Rourke ," July 19, 2022",false
211,Viral image,"Video shows Donald Trump at an Alabama rally on July 13, 2022.", Ciara O'Rourke ," July 19, 2022",false
212,Facebook posts,"CNN coverage has evidence of the “single most egregious, real-time example of electronic vote fraud.”", Andy Nguyen ," July 19, 2022",pants-fire
213,Instagram posts,“Biden admits $5 gas is being done on purpose” and “this has been his plan all along.”, Ciara O'Rourke ," July 18, 2022",false
214,Instagram posts,R. Kelly “missing after prison security verify he’s escaped beneath facility.”, Ciara O'Rourke ," July 18, 2022",false
215,Facebook posts,Claims the James Webb Space Telescope is “fakery they got for the masses”, Andy Nguyen ," July 18, 2022",pants-fire
216,Facebook posts,KFC is giving away chicken bucket vouchers to customers who share a Facebook post before July 20., Ciara O'Rourke ," July 18, 2022",false
217,Ron Johnson,"""Thanks to failed Dem policies, beer is 9.1% more expensive.""", Laura Schulte ," July 18, 2022",half-true
218,Planned Parenthood Votes,Mehmet Oz “wants to make abortion a crime in Pennsylvania.”, Tom Kertscher ," July 18, 2022",half-true
219,Kathy Hochul,Lee Zeldin “voted for abortion bans even when the mother’s health is at risk.”, Jill Terreri Ramos ," July 17, 2022",mostly-true
220,Catherine Glenn Foster,"""If a 10-year-old became pregnant as a result of rape and it was threatening her life, then that’s not an abortion.""", Maria Ramirez Uribe ," July 15, 2022",false
221,Viral image,An image shows an “all aboard the Trump train” truck crashed into a bridge., Bill McCarthy ," July 15, 2022",false
222,Instagram posts,"Video shows Biden giving the ""same exact speech"" months apart.", Yacob Reyes ," July 15, 2022",false
223,Glenn Youngkin,"“In Virginia, we actually do protect same-sex marriage.”", Warren Fiske ," July 15, 2022",barely-true
224,Instagram posts,Actor Tom Holland is “confirmed to have died.”, Bill McCarthy ," July 14, 2022",false
225,Val Demings,"Sen. Marco Rubio has ""one of the worst attendance records in the Senate.""", Yacob Reyes ," July 14, 2022",mostly-true
226,Emily Compagno,"In Kenya, “pregnant women can’t leave the house, so they absolutely have no constructive right to vote.”", Gabrielle Settles ," July 14, 2022",pants-fire
227,Facebook posts,Pilotos protestan contra vacuna COVID-19 en aeropuerto de Atlanta., Nuria Diaz Muñoz ," July 14, 2022",false
228,Donald Trump,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.""", D.L. Davis ," July 14, 2022",pants-fire
229,Greg Abbott,Texas' public high school graduation rate is at 90% overall., Nusaiba Mizan ," July 14, 2022",true
230,Facebook posts,Kevin McCarthy said Nancy Pelosi “should be prosecuted and jailed.”, Ciara O'Rourke ," July 14, 2022",false
231,Facebook posts,“Adults over 51 can receive $$$ in additional spending for groceries and expenses.”, Andy Nguyen ," July 13, 2022",false
232,Lauren Boebert,U.S. Rep. Mayra Flores is “the first Mexican-born member of Congress.”, Maria Ramirez Uribe ," July 13, 2022",false
233,Joe Biden,"The “average federal income tax” paid by the richest Americans is “8%. … If you’re a cop, a teacher, a firefighter, union worker, you probably pay two to three times that.”", Louis Jacobson ," July 13, 2022",false
234,Facebook posts,Images from Hunter Biden’s laptop show Joe Biden naked with a young girl., Bill McCarthy ," July 13, 2022",pants-fire
235,Facebook posts,"""ADHD does not exist.""", Ellie Borst ," July 13, 2022",false
236,Tweets,There are no artifacts to prove that slave ships existed., Gabrielle Settles ," July 13, 2022",pants-fire
237,Bloggers,“High-ranking Ukrainian officials caught splurging on luxury real estate in Switzerland.”, Jill Terreri Ramos ," July 13, 2022",false
238,Instagram posts,Falleció el papa emérito Benedicto XVI., Nuria Diaz Muñoz ," July 12, 2022",false
239,Charlie Crist,"""Ron DeSantis still hasn't condemned the Jan. 6 insurrection.""", Yacob Reyes ," July 12, 2022",false
240,Facebook posts,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.", Andy Nguyen ," July 12, 2022",barely-true
241,Facebook posts,"Fluoride will eat a hole through concrete, so it’s not safe for your teeth.", Jeff Cercone ," July 12, 2022",false
242,Facebook posts,"Sri Lanka’s president, Estonia’s prime minister and Ukrainian diplomats were arrested.", Ciara O'Rourke ," July 12, 2022",false
243,Instagram posts,Colloidal silver is “harmless” unless you’re allergic to it., Ciara O'Rourke ," July 12, 2022",false
244,Facebook posts,"Shooter in Highland Park, Illinois, “bought the gun illegally.”", Madison Czopek ," July 12, 2022",false
245,Focus on the Family,"Abortion is available at any point of pregnancy and for any reason in Alaska, Colorado, New Jersey, New Mexico, Oregon and Vermont.", Tom Kertscher ," July 12, 2022",barely-true
246,Liberal Groups,"""Milwaukee’s hotels and restaurants are already filled during the summer. The RNC convention will simply replace those who normally visit our city.""", Vanessa Swales ," July 12, 2022",barely-true
247,Bob Good,“Ninety-two percent of abortions in Virginia take place before 15 weeks.”, Warren Fiske ," July 12, 2022",mostly-true
248,Instagram posts,"Shinzo Abe was assassinated because he “didn’t mandate vaccines, sent 1.6 million doses back and gave citizens ivermectin.”", Bill McCarthy ," July 11, 2022",false
249,TikTok posts,“The immune system does not exist.”, Ciara O'Rourke ," July 11, 2022",false
250,Facebook posts,“Belarus declares war on Poland.”, Ciara O'Rourke ," July 11, 2022",false
251,Facebook posts,House Democrats have kicked Rep. Ilhan Omar out of Congress, Jeff Cercone ," July 11, 2022",pants-fire
252,Viral image,Anthony Bourdain and Chris Cornell were killed while working on a documentary about “widespread pedophilia.”, Ciara O'Rourke ," July 11, 2022",pants-fire
253,Viral image,A photo shows two men on the run who pretend to be homeless and then “attack and rob you.”, Ciara O'Rourke ," July 11, 2022",false
254,Viral image,Elon Musk’s account “is suspended on Twitter after backing out of $44B deal.”, Ciara O'Rourke ," July 11, 2022",false
255,Facebook posts,Fast food chain Wendy’s was “exposed for using horse meat.”, Gabrielle Settles ," July 8, 2022",pants-fire
256,Ron DeSantis,The Civics Secures Democracy Act “would allow the Biden administration to buy off states with $6 billion” if they adopt critical race theory., Yacob Reyes ," July 8, 2022",false
257,Facebook posts,“Moscow was engulfed in flames” after a giant explosion., Ciara O'Rourke ," July 8, 2022",false
258,Facebook posts,“Biden impeachment in progress.”, Ciara O'Rourke ," July 8, 2022",pants-fire
259,Viral image,Video shows Joe Biden putting a Medal of Honor on a Vietnam War veteran backward., Ciara O'Rourke ," July 8, 2022",pants-fire
260,Tweets,"An image shows that “following his resignation, Boris Johnson has escaped to the sea.”", Bill McCarthy ," July 8, 2022",false
261,Facebook posts,"President Donald Trump was in a presidential limousine as he left his Jan. 6, 2021, rally at the White House Ellipse.", Bill McCarthy ," July 8, 2022",false
262,Facebook posts,“SCOTUS overturned the 2020 election.”, Ciara O'Rourke ," July 8, 2022",pants-fire
263,Cavalier Johnson,The RNC is “a $200 million economic infusion into our communities.”, Vanessa Swales ," July 8, 2022",half-true
264,Stephen King,"Florida Gov. Ron DeSantis “signs bill requiring Florida students, professors to register political views with (the) state.”", Grace Abels ," July 7, 2022",false
265,Facebook posts,"""Fox offers Chris Wallace's Sunday spot to Candace Owens.""", Bill McCarthy ," July 7, 2022",false
266,Viral image,A video shows Joe Biden speaking slowly and slurring on the Fourth of July., Ciara O'Rourke ," July 7, 2022",pants-fire
267,National Republican Senatorial Committee,"Cheri Beasley voted to reverse the conviction of an armed kidnapper, release a double murderer early.", Paul Specht ," July 7, 2022",mostly-true
268,Facebook posts,Images show Highland Park shooter had antifa connection, Yacob Reyes ," July 7, 2022",false
269,Facebook posts,"The mass shooting in Highland Park, Illinois, was a “false flag.”", Ciara O'Rourke ," July 7, 2022",pants-fire
270,Viral image,Ukrainian “attack destroys skyscraper in Moscow.”, Ciara O'Rourke ," July 7, 2022",false
271,John Gibbs,Peter Meijer voted to “create the Adam Schiff-led January 6th Commission.”, Clara Hendrickson ," July 6, 2022",false
272,Facebook posts,"Claims the U.S. military is using ""polymer drone flies"" that look and act like a large fly.", Andy Nguyen ," July 6, 2022",false
273,Facebook posts,"Video shows the aftermath of a mass shooting in Harrisburg, Pennsylvania.", Gabrielle Settles ," July 6, 2022",false
274,Viral image,Video shows Russian artillery tanks “completely destroyed by Bayraktar TB2 drones” on July 2., Ciara O'Rourke ," July 6, 2022",false
275,Marjorie Taylor Greene,"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.", Bill McCarthy ," July 5, 2022",false
276,Nikki Fried,“Charlie Crist is pro-life.”, Yacob Reyes ," July 5, 2022",barely-true
277,Facebook posts,Planned Parenthood clinics are “closing down all over the country” because Roe v. Wade was overturned., Ciara O'Rourke ," July 5, 2022",barely-true
278,Viral image,Says Marjorie Taylor Greene said “246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.”, Ciara O'Rourke ," July 5, 2022",pants-fire
279,Nikki Haley,The cost of a Fourth of July cookout in 2022 increased by 67.2% because of inflation., Louis Jacobson ," July 5, 2022",false
280,Gretchen Whitmer,"“Since I took office, Michigan has added more than 25,000 auto jobs.”", Clara Hendrickson ," July 1, 2022",barely-true
281,Facebook posts,Video claims Moscow turned into “sea of fire after being attacked by two mysterious missiles.”, Andy Nguyen ," June 30, 2022",pants-fire
282,Instagram posts,“Plan B can cause an abortion. It’s right there on the box.”, Samantha Putterman ," June 30, 2022",false
283,Lauren Boebert,The Founding Fathers of the United States intended that “the church is supposed to direct the government.”, Jeff Cercone ," June 30, 2022",false
